epoch,step,train_f1_epoch,train_f1_step,train_loss_epoch,train_loss_step,val_f1,val_loss
0,0,,,,,0.13354544341564178,1.6376286745071411
0,0,0.17523251473903656,,1.636033535003662,,,
1,1,,,,,0.14771080017089844,1.6376688480377197
1,1,0.18031534552574158,,1.6459572315216064,,,
2,2,,,,,0.14129051566123962,1.6376492977142334
2,2,0.17709238827228546,,1.632460355758667,,,
3,3,,,,,0.14612790942192078,1.637274146080017
3,3,0.17960692942142487,,1.6382545232772827,,,
4,4,,,,,0.14654852449893951,1.6366733312606812
4,4,0.1631523221731186,,1.633431077003479,,,
5,5,,,,,0.15190686285495758,1.6365455389022827
5,5,0.18672233819961548,,1.6361879110336304,,,
6,6,,,,,0.15992256999015808,1.6366099119186401
6,6,0.18185800313949585,,1.639322280883789,,,
7,7,,,,,0.1537885218858719,1.6366190910339355
7,7,0.1794830560684204,,1.6443206071853638,,,
8,8,,,,,0.15139073133468628,1.636544108390808
8,8,0.18183806538581848,,1.6290634870529175,,,
9,9,,,,,0.14953908324241638,1.6365231275558472
9,9,0.1768575757741928,,1.6407018899917603,,,
10,10,,,,,0.15664197504520416,1.6366381645202637
10,10,0.17270326614379883,,1.636038899421692,,,
11,11,,,,,0.15946774184703827,1.6367894411087036
11,11,0.20016323029994965,,1.6301213502883911,,,
12,12,,,,,0.1520305722951889,1.6368993520736694
12,12,0.2021629959344864,,1.6251899003982544,,,
13,13,,,,,0.15664546191692352,1.6370240449905396
13,13,0.19047585129737854,,1.634210228919983,,,
14,14,,,,,0.1575600653886795,1.6370203495025635
14,14,0.1934218406677246,,1.6277130842208862,,,
15,15,,,,,0.1664416491985321,1.6371064186096191
15,15,0.20860090851783752,,1.6208692789077759,,,
16,16,,,,,0.1661304235458374,1.6370631456375122
16,16,0.17888608574867249,,1.636631965637207,,,
17,17,,,,,0.16872665286064148,1.6370381116867065
17,17,0.18475283682346344,,1.633237361907959,,,
18,18,,,,,0.1651565134525299,1.6372789144515991
18,18,0.2234901785850525,,1.6137146949768066,,,
19,19,,,,,0.16411514580249786,1.63729727268219
19,19,0.21636340022087097,,1.6249346733093262,,,
20,20,,,,,0.16592662036418915,1.6374332904815674
20,20,0.17828300595283508,,1.6297214031219482,,,
21,21,,,,,0.16657960414886475,1.6374591588974
21,21,0.21761858463287354,,1.6142393350601196,,,
22,22,,,,,0.16098202764987946,1.6376044750213623
22,22,0.2094186693429947,,1.6213380098342896,,,
23,23,,,,,0.1582271009683609,1.6376376152038574
23,23,0.2249407172203064,,1.6203179359436035,,,
24,24,,,,,0.16115686297416687,1.6377500295639038
24,24,0.22450459003448486,,1.6137605905532837,,,
25,25,,,,,0.1622433364391327,1.6377466917037964
25,25,0.210168719291687,,1.6234182119369507,,,
26,26,,,,,0.16044431924819946,1.6378287076950073
26,26,0.22094447910785675,,1.6161555051803589,,,
27,27,,,,,0.1638113558292389,1.637780785560608
27,27,0.20428676903247833,,1.6218221187591553,,,
28,28,,,,,0.1652565896511078,1.6378426551818848
28,28,0.22470234334468842,,1.611864686012268,,,
29,29,,,,,0.16713421046733856,1.6378569602966309
29,29,0.21151766180992126,,1.617916226387024,,,
30,30,,,,,0.17061898112297058,1.6377519369125366
30,30,0.23627957701683044,,1.614793300628662,,,
31,31,,,,,0.16687068343162537,1.6376616954803467
31,31,0.20616531372070312,,1.618672490119934,,,
32,32,,,,,0.17263929545879364,1.6374726295471191
32,32,0.21542388200759888,,1.610180139541626,,,
33,33,,,,,0.1684623509645462,1.6372853517532349
33,33,0.19618622958660126,,1.6200459003448486,,,
34,34,,,,,0.16893573105335236,1.6374603509902954
34,34,0.22331839799880981,,1.5992118120193481,,,
35,35,,,,,0.16807560622692108,1.6373803615570068
35,35,0.208428293466568,,1.6220585107803345,,,
36,36,,,,,0.16725163161754608,1.6373450756072998
36,36,0.22054211795330048,,1.6075479984283447,,,
37,37,,,,,0.16978099942207336,1.6373437643051147
37,37,0.20581036806106567,,1.6050976514816284,,,
38,38,,,,,0.1720847487449646,1.6372936964035034
38,38,0.22273313999176025,,1.603162169456482,,,
39,39,,,,,0.17143918573856354,1.6371939182281494
39,39,0.22265705466270447,,1.6091960668563843,,,
40,40,,,,,0.17183545231819153,1.637152075767517
40,40,0.21468687057495117,,1.6115411520004272,,,
41,41,,,,,0.17265963554382324,1.6370220184326172
41,41,0.22701874375343323,,1.6051714420318604,,,
42,42,,,,,0.1731417179107666,1.6368099451065063
42,42,0.21558581292629242,,1.6034257411956787,,,
43,43,,,,,0.17651033401489258,1.6366174221038818
43,43,0.22647565603256226,,1.6094086170196533,,,
44,44,,,,,0.17775794863700867,1.636340618133545
44,44,0.2028311789035797,,1.6128365993499756,,,
45,45,,,,,0.17681896686553955,1.6362237930297852
45,45,0.22494959831237793,,1.6009182929992676,,,
46,46,,,,,0.1770833134651184,1.6361193656921387
46,46,0.2288641482591629,,1.6083191633224487,,,
47,47,,,,,0.17467011511325836,1.6359915733337402
47,47,0.25009864568710327,,1.596361756324768,,,
48,48,,,,,0.17381159961223602,1.6358197927474976
48,48,0.22805143892765045,,1.5985511541366577,,,
49,49,,0.2293814718723297,,1.607756495475769,,
49,49,,,,,0.17344734072685242,1.6355316638946533
49,49,0.2293814718723297,,1.607756495475769,,,
50,50,,,,,0.17137058079242706,1.6352555751800537
50,50,0.22047583758831024,,1.60625422000885,,,
51,51,,,,,0.17183220386505127,1.6351494789123535
51,51,0.22774915397167206,,1.598304271697998,,,
52,52,,,,,0.17098452150821686,1.6349012851715088
52,52,0.22501853108406067,,1.5952365398406982,,,
53,53,,,,,0.17313061654567719,1.634713053703308
53,53,0.23722994327545166,,1.6027321815490723,,,
54,54,,,,,0.17177094519138336,1.634522557258606
54,54,0.23888441920280457,,1.5947881937026978,,,
55,55,,,,,0.17177094519138336,1.634333610534668
55,55,0.23368635773658752,,1.6035569906234741,,,
56,56,,,,,0.1726333200931549,1.6342028379440308
56,56,0.25627225637435913,,1.5861103534698486,,,
57,57,,,,,0.1726967692375183,1.6339577436447144
57,57,0.23664900660514832,,1.595497727394104,,,
58,58,,,,,0.17085614800453186,1.6337047815322876
58,58,0.2471417784690857,,1.5888357162475586,,,
59,59,,,,,0.17218917608261108,1.633712649345398
59,59,0.2211654782295227,,1.5886636972427368,,,
60,60,,,,,0.17598216235637665,1.6334452629089355
